1,Idea,24353,-85,19.02097041,72.84509913,19.0196453,72.8430924
1,Idea,24353,-85,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,24353,-85,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,20122,-85,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,20122,-85,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,20122,-67,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,20122,-67,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,20122,-73,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,20122,-73,19.02103086,72.8451559,19.0196453,72.8430924
1,Idea,20122,-73,19.02236016,72.84670508,19.0196453,72.8430924
1,Idea,20122,-81,19.02236016,72.84670508,19.0196453,72.8430924
1,Idea,20122,-81,19.02236016,72.84670508,19.0196453,72.8430924
1,Idea,20122,-81,19.02236016,72.84670508,19.022465,72.8472319
1,Idea,20122,-81,19.02236016,72.84670508,19.022465,72.8472319
1,Idea,20122,-81,19.02236016,72.84670508,19.022465,72.8472319
1,Idea,20122,-81,19.02236016,72.84670508,19.022465,72.8472319
1,Idea,20122,-85,19.02236016,72.84670508,19.022465,72.8472319
1,Idea,20122,-85,19.02236016,72.84670508,19.022465,72.8472319
1,Idea,20122,-85,19.02413412,72.84793162,19.022465,72.8472319
1,Idea,20122,-85,19.02413412,72.84793162,19.022465,72.8472319
1,Idea,20122,-85,19.02443572,72.84810866,19.022465,72.8472319
1,Idea,20122,-85,19.02463575,72.84811515,19.022465,72.8472319
1,Idea,20122,-85,19.02463575,72.84811515,19.0237001,72.8481818
1,Idea,20122,-85,19.02476324,72.84815204,19.0237001,72.8481818
1,Idea,20122,-85,19.02468943,72.84826559,19.0237001,72.8481818
1,Idea,20122,-85,19.02483186,72.84841338,19.0237001,72.8481818
1,Idea,20122,-85,19.02495483,72.84850042,19.0237001,72.8481818
1,Idea,20122,-85,19.02505687,72.84845696,19.0237001,72.8481818
1,Idea,20122,-93,19.02505687,72.84845696,19.0237001,72.8481818
1,Idea,20122,-93,19.02505687,72.84845696,19.0237001,72.8481818
1,Idea,20122,-93,19.02517266,72.848393,19.0237001,72.8481818
1,Idea,20122,-93,19.02520594,72.84854716,19.0237001,72.8481818
1,Idea,20122,-93,19.02520594,72.84854716,19.0237001,72.8481818
1,Idea,20122,-93,19.02540428,72.84824548,19.0237001,72.8481818
1,Idea,20122,-93,19.02544423,72.84837601,19.0237001,72.8481818
1,Idea,20122,-93,19.02544423,72.84837601,19.0237001,72.8481818
1,Idea,20122,-93,19.02560732,72.84803568,19.0237001,72.8481818
1,Idea,20122,-93,19.02571917,72.84822487,19.0237001,72.8481818
1,Idea,20122,-93,19.02563134,72.84839906,19.0237001,72.8481818
1,Idea,20122,-93,19.02584098,72.84824017,19.0237001,72.8481818
1,Idea,20122,-93,19.02584098,72.84824017,19.0207565,72.8439587
1,Idea,20122,-93,19.02579465,72.84829121,19.0207565,72.8439587
1,Idea,20122,-93,19.02579465,72.84829121,19.0207565,72.8439587
1,Idea,20122,-93,19.02591998,72.84834948,19.0207565,72.8439587
1,Idea,20121,-87,19.02591998,72.84834948,19.0207565,72.8439587
1,Idea,20121,-87,19.02595958,72.84836231,19.0207565,72.8439587
1,Idea,20121,-87,19.02616193,72.84847372,19.0207565,72.8439587
1,Idea,20121,-87,19.02603975,72.84860898,19.0207565,72.8439587
1,Idea,20121,-87,19.02603975,72.84860898,19.0207565,72.8439587
1,Idea,20121,-87,19.0264449,72.84792417,19.0207565,72.8439587
1,Idea,20121,-87,19.02634338,72.8481831,19.0207565,72.8439587
1,Idea,20121,-87,19.02620883,72.84888044,19.0207565,72.8439587
1,Idea,20121,-87,19.02642601,72.84893185,19.0207565,72.8439587
1,Idea,20121,-87,19.02641332,72.84917335,19.0207565,72.8439587
1,Idea,20121,-87,19.02641332,72.84917335,19.0207565,72.8439587
1,Idea,20121,-87,19.02649472,72.84923236,19.0207565,72.8439587
1,Idea,20121,-87,19.02649589,72.84922376,19.0207565,72.8439587
1,Idea,20121,-87,19.0265789,72.84931791,19.0207565,72.8439587
1,Idea,20121,-87,19.0265789,72.84931791,19.022044,72.8443221
1,Idea,20121,-87,19.02664444,72.84936772,19.022044,72.8443221
1,Idea,20121,-87,19.02676254,72.8494734,19.022044,72.8443221
1,Idea,20121,-87,19.02680036,72.84949649,19.022044,72.8443221
1,Idea,20121,-87,19.02667626,72.84959104,19.022044,72.8443221
1,Idea,20121,-87,19.02691747,72.84958274,19.022044,72.8443221
1,Idea,20121,-87,19.02705575,72.8495518,19.022044,72.8443221
1,Idea,20121,-87,19.02705575,72.8495518,19.022044,72.8443221
1,Idea,20121,-87,19.02703896,72.84953638,19.022044,72.8443221
1,Idea,20121,-87,19.0272269,72.8488655,19.022044,72.8443221
1,Idea,20121,-87,19.0272269,72.8488655,19.022044,72.8443221
1,Idea,20121,-87,19.02694485,72.84945595,19.022044,72.8443221
1,Idea,20121,-87,19.02712163,72.84955656,19.022044,72.8443221
1,Idea,20121,-81,19.02712163,72.84955656,19.022044,72.8443221
1,Idea,20121,-81,19.02741068,72.84946871,19.022044,72.8443221
1,Idea,20121,-81,19.02756517,72.84941613,19.022044,72.8443221
1,Idea,20121,-81,19.02770704,72.84930176,19.022044,72.8443221
1,Idea,20121,-65,19.02770704,72.84930176,19.022044,72.8443221
1,Idea,20121,-65,19.02770704,72.84930176,19.022044,72.8443221
1,Idea,28913,-65,19.02760177,72.84946237,19.022044,72.8443221
1,Idea,28913,-65,19.02771884,72.8490545,19.022044,72.8443221
1,Idea,28913,-59,19.02771884,72.8490545,19.022044,72.8443221
1,Idea,28913,-59,19.02771884,72.8490545,19.022044,72.8443221
1,Idea,28913,-59,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-65,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-65,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-65,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-65,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-65,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-65,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-65,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-59,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-55,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-55,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-55,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-59,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-59,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-59,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-51,19.02756898,72.84929314,19.022044,72.8443221
1,Idea,28913,-51,19.02768378,72.85001957,19.022044,72.8443221
1,Idea,28913,-51,19.02768378,72.85001957,19.022044,72.8443221
1,Idea,28913,-51,19.02768378,72.85001957,19.0277538,72.85044
1,Idea,28913,-51,19.02768378,72.85001957,19.0277538,72.85044
1,Idea,28913,-57,19.02768378,72.85001957,19.0277538,72.85044
1,Idea,28913,-57,19.02768378,72.85001957,19.0277538,72.85044
1,Idea,28913,-57,19.02768378,72.85001957,19.0277538,72.85044
1,Idea,28913,-57,19.02901873,72.85108649,19.0277538,72.85044
1,Idea,28913,-67,19.02901873,72.85108649,19.0277538,72.85044
1,Idea,28913,-67,19.02901873,72.85108649,19.0277538,72.85044
1,Idea,28913,-75,19.02901873,72.85108649,19.0277538,72.85044
1,Idea,28913,-75,19.02901873,72.85108649,19.0277538,72.85044
1,Idea,28913,-75,19.02901873,72.85108649,19.0277538,72.85044
1,Idea,28913,-75,19.02901873,72.85108649,19.0295627,72.8515068
1,Idea,28911,-75,19.02901873,72.85108649,19.0295627,72.8515068
1,Idea,28911,-75,19.02996021,72.85158616,19.0295627,72.8515068
1,Idea,28911,-75,19.03014464,72.85172014,19.0295627,72.8515068
1,Idea,28911,-75,19.03014464,72.85172014,19.0295627,72.8515068
1,Idea,28911,-75,19.03044482,72.85201539,19.0295627,72.8515068
1,Idea,28911,-75,19.03070893,72.85204323,19.0295627,72.8515068
1,Idea,28911,-53,19.03070893,72.85204323,19.0295627,72.8515068
1,Idea,28911,-53,19.03078926,72.85205016,19.0295627,72.8515068
1,Idea,28911,-53,19.03081738,72.85234358,19.0295627,72.8515068
1,Idea,28911,-53,19.03087769,72.8525448,19.0295627,72.8515068
1,Idea,28911,-53,19.03089521,72.8524527,19.0295627,72.8515068
1,Idea,28911,-53,19.03105855,72.85254199,19.0295627,72.8515068
1,Idea,28911,-53,19.03123486,72.85260408,19.0295627,72.8515068
1,Idea,28911,-53,19.03136451,72.85263718,19.0295627,72.8515068
1,Idea,28911,-53,19.03140447,72.85272797,19.0295627,72.8515068
1,Idea,28911,-53,19.03148819,72.85280578,19.0295627,72.8515068
1,Idea,28911,-65,19.03148819,72.85280578,19.0295627,72.8515068
1,Idea,28911,-65,19.03148819,72.85280578,19.0295627,72.8515068
1,Idea,28911,-65,19.03159571,72.85287654,19.0295627,72.8515068
1,Idea,28911,-65,19.03176564,72.85296702,19.0295627,72.8515068
1,Idea,28911,-65,19.03176564,72.85296702,19.0295627,72.8515068
1,Idea,28911,-65,19.03186129,72.85301506,19.0295627,72.8515068
1,Idea,28911,-65,19.03204098,72.85330747,19.0295627,72.8515068
1,Idea,28911,-65,19.03205373,72.85342892,19.0295627,72.8515068
1,Idea,28911,-65,19.03217476,72.85344381,19.0295627,72.8515068
1,Idea,28911,-65,19.03217476,72.85344381,19.0312437,72.8533584
1,Idea,28911,-65,19.03225339,72.85368147,19.0312437,72.8533584
1,Idea,28911,-81,19.03225339,72.85368147,19.0312437,72.8533584
1,Idea,28911,-81,19.03252681,72.85369564,19.0312437,72.8533584
1,Idea,28911,-81,19.03264656,72.85376008,19.0312437,72.8533584
1,Idea,28911,-89,19.03264656,72.85376008,19.0312437,72.8533584
1,Idea,28911,-89,19.03264656,72.85376008,19.0312437,72.8533584
1,Idea,28911,-89,19.03279896,72.8538419,19.0312437,72.8533584
1,Idea,28911,-89,19.03299272,72.85386925,19.0312437,72.8533584
1,Idea,28911,-89,19.03314103,72.85386541,19.0312437,72.8533584
1,Idea,28911,-89,19.03332532,72.85388861,19.0312437,72.8533584
1,Idea,28911,-89,19.03340471,72.85398949,19.0312437,72.8533584
1,Idea,28911,-89,19.03362844,72.854128,19.0312437,72.8533584
1,Idea,28911,-89,19.03379372,72.85422799,19.0312437,72.8533584
1,Idea,28911,-89,19.03379372,72.85422799,19.0312437,72.8533584
1,Idea,28911,-89,19.03374051,72.85433496,19.0312437,72.8533584
1,Idea,28911,-89,19.03395757,72.85436485,19.0312437,72.8533584
1,Idea,28911,-89,19.03401618,72.85444976,19.0312437,72.8533584
1,Idea,23142,-89,19.03422157,72.85450284,19.0312437,72.8533584
1,Idea,23142,-89,19.03451132,72.85461323,19.0312437,72.8533584
1,Idea,23142,-89,19.0346202,72.85464803,19.0312437,72.8533584
1,Idea,23142,-79,19.0346202,72.85464803,19.0312437,72.8533584
1,Idea,23142,-79,19.03474833,72.85474316,19.0312437,72.8533584
1,Idea,23142,-79,19.03487512,72.85487272,19.0312437,72.8533584
1,Idea,23142,-79,19.03497235,72.85496657,19.0312437,72.8533584
