0,Idea,21693,-81,19.01942579,72.84430027,19.0201288,72.8443812
9,Idea,24353,-75,19.02038116,72.84525188,19.0201288,72.8443812
18,Idea,24353,-81,19.02157116,72.84609451,19.0202306,72.8447972
25,Idea,20122,-71,19.02239228,72.84669214,19.0202306,72.8447972
41,Idea,20122,-79,19.0248288,72.84842106,19.0205445,72.8445859
59,Idea,20122,-83,19.02797004,72.85059668,19.0207565,72.8439587
61,Idea,20122,-51,19.02797004,72.85059668,19.0207565,72.8439587
63,Idea,28912,-57,19.02838457,72.85089683,19.0207565,72.8439587
90,Idea,28911,-67,19.03215721,72.85350038,19.0252613,72.8477894
92,Idea,28911,-71,19.03242609,72.85368416,19.0252613,72.8477894
94,Idea,28911,-77,19.03268572,72.85387292,19.0252613,72.8477894
109,Idea,28911,-81,19.03503762,72.85540267,19.0252613,72.8477894
124,Idea,28911,-67,19.03741225,72.85703534,19.029766,72.8516202
133,Idea,28911,-73,19.03894272,72.85809335,19.029766,72.8516202
139,Idea,61061,-67,19.04026635,72.85903301,19.029766,72.8516202
153,Idea,61061,-73,19.04296837,72.86086647,19.029766,72.8516202
183,Idea,25401,-81,19.0488577,72.86499123,19.0410428,72.8595068
189,Idea,27732,-71,19.05024114,72.86591444,19.0410428,72.8595068
193,Idea,27732,-65,19.05097073,72.86642586,19.0410428,72.8595068
200,Idea,27732,-71,19.05244099,72.86737234,19.0458243,72.8621469
202,Idea,27732,-81,19.05287834,72.86765746,19.0458243,72.8621469
206,Idea,27732,-87,19.05394489,72.86839506,19.0458243,72.8621469
275,Idea,40191,-81,19.06415547,72.87781784,19.0613071,72.8756014
305,Idea,40191,-87,19.06511984,72.87922591,19.0613071,72.8756014
312,Idea,40191,-93,19.06518607,72.87930393,19.0613071,72.8756014
335,Idea,47103,-87,19.06529831,72.87925479,19.0633553,72.8787756
366,Idea,47103,-93,19.065179,72.8792653,19.0182375,72.8435177
397,Idea,47103,-83,19.06518185,72.87926642,19.0654035,72.8819498
399,Idea,47103,-87,19.06518181,72.87926647,19.0654035,72.8819498
404,Idea,47103,-93,19.06518206,72.87926659,19.0654035,72.8819498
